f;i;t;demand
38;107;110;1
40;104;110;1
50;85;110;1
51;105;110;1
54;93;110;1
59;107;110;1
61;101;110;20
63;305;110;2
65;302;110;1
69;139;110;1
72;347;110;1
73;26;110;1
74;136;110;1
75;349;110;2
86;232;110;1
93;223;110;1
95;328;110;1
96;282;110;2
97;329;110;1
100;85;110;2
101;119;110;2
102;119;110;1
105;329;110;1
108;197;110;1
109;201;110;4
110;176;110;1
111;204;110;1
112;189;110;2
118;264;110;18
119;275;110;17
120;243;110;14
125;423;110;1
127;423;110;1
128;315;110;3
129;111;110;1
130;388;110;1
132;380;110;1
134;394;110;1
135;397;110;2
136;325;110;2
137;37;110;1
142;32;110;2
144;1;110;1
145;19;110;1
146;21;110;2
148;42;110;1
150;64;110;1
151;60;110;1
155;219;110;3
159;224;110;4
161;231;110;3
162;434;110;3
164;434;110;4
165;431;110;1
167;431;110;3
1;114;111;1
2;325;111;10
3;143;111;10
4;324;111;22
5;134;111;14
6;135;111;12
7;320;111;13
8;318;111;10
9;323;111;18
10;121;111;1
12;117;111;2
23;132;111;1
26;117;111;2
27;99;111;1
37;93;111;1
38;107;111;2
39;107;111;1
41;113;111;2
43;85;111;1
45;113;111;1
48;100;111;1
51;105;111;1
55;98;111;2
56;84;111;1
58;88;111;1
61;101;111;18
62;202;111;1
66;204;111;1
71;25;111;1
74;136;111;3
77;337;111;1
80;337;111;2
82;337;111;1
84;326;111;1
86;232;111;2
93;223;111;1
95;328;111;1
99;363;111;2
103;83;111;1
104;83;111;1
105;329;111;6
109;201;111;5
111;204;111;4
112;189;111;2
114;195;111;2
115;273;111;1
118;264;111;14
119;275;111;8
120;243;111;14
121;415;111;1
122;276;111;1
125;423;111;1
126;416;111;1
127;423;111;2
128;315;111;1
130;388;111;1
136;325;111;2
138;29;111;1
143;10;111;1
146;21;111;3
147;145;111;3
148;42;111;2
150;64;111;1
151;60;111;2
154;208;111;1
157;207;111;2
159;224;111;1
160;221;111;3
162;434;111;3
163;434;111;1
2;325;112;2
3;143;112;10
4;324;112;6
5;134;112;1
6;135;112;9
7;320;112;6
8;318;112;12
9;323;112;10
12;117;112;1
17;132;112;1
26;117;112;1
32;107;112;1
57;83;112;1
61;101;112;9
67;248;112;1
69;139;112;2
71;25;112;1
73;26;112;1
75;349;112;1
86;232;112;1
91;76;112;1
99;363;112;1
102;119;112;1
104;83;112;2
106;197;112;1
108;197;112;1
112;189;112;1
114;195;112;1
116;235;112;1
118;264;112;5
119;275;112;11
120;243;112;11
121;415;112;1
122;276;112;1
124;270;112;1
125;423;112;1
127;423;112;1
129;111;112;4
132;380;112;1
135;397;112;3
143;10;112;1
146;21;112;5
148;42;112;3
159;224;112;2
161;231;112;1
163;434;112;1
165;431;112;1
167;431;112;4
2;325;113;5
3;143;113;10
4;324;113;9
5;134;113;8
6;135;113;4
7;320;113;7
8;318;113;7
9;323;113;7
20;135;113;1
25;129;113;2
32;107;113;2
33;90;113;1
39;107;113;1
43;85;113;1
45;113;113;1
53;108;113;1
54;93;113;1
56;84;113;2
57;83;113;1
58;88;113;1
59;107;113;1
61;101;113;8
65;302;113;1
74;136;113;1
75;349;113;2
89;75;113;2
97;329;113;1
100;85;113;1
104;83;113;5
105;329;113;1
108;197;113;1
109;201;113;2
112;189;113;1
118;264;113;7
119;275;113;8
120;243;113;3
122;276;113;1
126;416;113;1
127;423;113;2
128;315;113;2
129;111;113;2
134;394;113;2
135;397;113;2
145;19;113;1
151;60;113;2
156;216;113;1
159;224;113;1
161;231;113;1
162;434;113;1
167;431;113;1
2;325;114;8
3;143;114;15
4;324;114;5
5;134;114;8
6;135;114;6
7;320;114;5
8;318;114;7
9;323;114;6
16;124;114;1
25;129;114;1
27;99;114;1
33;90;114;1
37;93;114;1
38;107;114;1
40;104;114;1
43;85;114;1
46;107;114;1
52;105;114;1
61;101;114;4
63;305;114;1
64;244;114;1
66;204;114;1
71;25;114;1
72;347;114;1
74;136;114;1
75;349;114;2
78;338;114;1
85;231;114;1
90;355;114;1
99;363;114;1
103;83;114;1
104;83;114;1
108;197;114;2
109;201;114;1
110;176;114;2
111;204;114;2
114;195;114;1
117;258;114;1
118;264;114;4
119;275;114;10
120;243;114;3
125;423;114;2
126;416;114;2
132;380;114;1
133;389;114;1
136;325;114;3
139;34;114;1
144;1;114;1
146;21;114;2
148;42;114;3
150;64;114;1
151;60;114;2
152;224;114;1
156;216;114;2
160;221;114;2
161;231;114;2
163;434;114;2
164;434;114;1
1;114;115;1
2;325;115;2
3;143;115;1
4;324;115;2
5;134;115;1
6;135;115;2
7;320;115;3
8;318;115;2
10;121;115;1
26;117;115;1
61;101;115;3
78;338;115;1
87;224;115;1
94;280;115;1
118;264;115;1
119;275;115;2
120;243;115;2
129;111;115;1
141;34;115;1
146;21;115;1
147;145;115;1
148;42;115;1
2;325;116;1
3;143;116;2
4;324;116;3
5;134;116;4
7;320;116;1
8;318;116;1
19;120;116;1
22;128;116;1
24;95;116;1
43;85;116;1
51;105;116;1
61;101;116;1
108;197;116;1
118;264;116;2
119;275;116;3
120;243;116;3
127;423;116;1
133;389;116;1
146;21;116;1
151;60;116;1
155;219;116;1
2;325;117;2
3;143;117;3
4;324;117;3
5;134;117;4
6;135;117;2
7;320;117;1
8;318;117;5
9;323;117;4
18;140;117;1
28;113;117;1
35;83;117;1
43;85;117;1
61;101;117;1
68;303;117;1
71;25;117;1
79;331;117;1
89;75;117;1
93;223;117;1
110;176;117;1
118;264;117;4
119;275;117;1
120;243;117;1
125;423;117;1
136;325;117;1
146;21;117;1
150;64;117;1
160;221;117;1
4;324;118;2
6;135;118;2
20;135;118;1
2;325;119;1
3;143;119;1
4;324;119;3
7;320;119;1
8;318;119;1
120;243;119;1
148;42;119;1
163;434;119;1
5;134;120;1
8;318;120;1
22;128;120;1
61;101;120;1
103;83;120;1
105;329;120;1
129;111;120;1
148;42;120;1
3;143;121;1
4;324;121;2
8;318;121;1
9;323;121;3
61;101;121;1
113;173;121;1
119;275;121;1
135;397;121;1
3;143;122;2
6;135;122;1
7;320;122;1
108;197;122;1
128;315;122;1
159;224;122;1
2;325;123;1
3;143;123;1
4;324;123;1
5;134;123;1
6;135;123;1
9;323;123;1
38;107;123;1
61;101;123;1
92;333;123;1
114;195;123;1
120;243;123;1
125;423;123;1
151;60;123;1
3;143;124;1
4;324;124;1
5;134;124;1
114;195;124;1
118;264;124;1
119;275;124;1
120;243;124;2
122;276;124;1
137;37;124;1
2;325;125;6
3;143;125;5
5;134;125;3
6;135;125;2
7;320;125;3
8;318;125;2
29;108;125;1
45;113;125;1
61;101;125;1
91;76;125;1
96;282;125;1
104;83;125;1
109;201;125;1
111;204;125;2
116;235;125;1
118;264;125;3
119;275;125;4
120;243;125;2
125;423;125;1
127;423;125;1
129;111;125;1
135;397;125;1
138;29;125;1
148;42;125;1
151;60;125;1
159;224;125;1
161;231;125;1
164;434;125;1
2;325;126;5
3;143;126;2
6;135;126;1
7;320;126;4
8;318;126;4
9;323;126;5
41;113;126;1
55;98;126;1
57;83;126;1
61;101;126;2
74;136;126;1
98;75;126;1
104;83;126;1
108;197;126;1
109;201;126;1
110;176;126;1
118;264;126;2
119;275;126;2
120;243;126;3
129;111;126;1
134;394;126;1
136;325;126;1
138;29;126;1
154;208;126;1
165;431;126;1
3;143;127;2
4;324;127;6
5;134;127;2
6;135;127;3
7;320;127;4
8;318;127;2
9;323;127;2
26;117;127;1
48;100;127;1
69;139;127;1
93;223;127;1
104;83;127;1
108;197;127;1
109;201;127;1
110;176;127;1
111;204;127;1
118;264;127;1
119;275;127;4
120;243;127;6
122;276;127;1
135;397;127;1
151;60;127;1
161;231;127;1
164;434;127;1
2;325;128;2
3;143;128;2
4;324;128;4
5;134;128;6
6;135;128;5
7;320;128;5
8;318;128;5
9;323;128;7
16;124;128;1
17;132;128;1
26;117;128;1
28;113;128;1
45;113;128;1
54;93;128;1
61;101;128;7
65;302;128;1
86;232;128;2
87;224;128;1
91;76;128;1
92;333;128;1
97;329;128;1
102;119;128;1
103;83;128;1
105;329;128;1
111;204;128;1
118;264;128;8
119;275;128;4
120;243;128;1
126;416;128;3
127;423;128;1
128;315;128;1
135;397;128;2
136;325;128;1
142;32;128;1
144;1;128;1
146;21;128;1
159;224;128;1
160;221;128;2
161;231;128;1
163;434;128;1
164;434;128;1
167;431;128;1
2;325;129;3
3;143;129;2
4;324;129;1
5;134;129;3
6;135;129;6
7;320;129;6
8;318;129;7
9;323;129;7
26;117;129;2
31;91;129;2
34;88;129;1
45;113;129;2
49;115;129;1
61;101;129;4
77;337;129;1
85;231;129;1
99;363;129;1
101;119;129;1
104;83;129;1
105;329;129;1
107;203;129;1
110;176;129;1
111;204;129;1
115;273;129;1
118;264;129;5
119;275;129;7
120;243;129;6
125;423;129;1
127;423;129;1
129;111;129;1
130;388;129;1
135;397;129;2
139;34;129;1
144;1;129;1
148;42;129;1
151;60;129;2
160;221;129;1
163;434;129;1
164;434;129;1
165;431;129;1
167;431;129;1
1;114;130;1
2;325;130;8
3;143;130;5
4;324;130;5
5;134;130;8
6;135;130;3
7;320;130;2
8;318;130;2
9;323;130;7
13;127;130;1
23;132;130;1
26;117;130;1
40;104;130;1
44;109;130;1
47;109;130;1
48;100;130;1
61;101;130;5
69;139;130;1
74;136;130;1
75;349;130;1
78;338;130;1
99;363;130;1
101;119;130;1
104;83;130;2
107;203;130;1
110;176;130;2
111;204;130;1
118;264;130;4
119;275;130;5
120;243;130;6
128;315;130;1
129;111;130;1
141;34;130;1
148;42;130;2
151;60;130;1
162;434;130;1
164;434;130;2
167;431;130;1
1;114;131;1
2;325;131;6
3;143;131;3
4;324;131;2
5;134;131;1
6;135;131;9
7;320;131;8
8;318;131;6
9;323;131;6
16;124;131;1
22;128;131;1
25;129;131;1
43;85;131;1
51;105;131;1
53;108;131;1
56;84;131;1
61;101;131;5
67;248;131;1
74;136;131;1
75;349;131;1
91;76;131;1
93;223;131;1
110;176;131;1
111;204;131;1
118;264;131;5
119;275;131;4
120;243;131;7
121;415;131;1
125;423;131;1
126;416;131;2
129;111;131;1
151;60;131;1
159;224;131;2
162;434;131;2
167;431;131;1
2;325;132;4
3;143;132;5
4;324;132;2
5;134;132;4
6;135;132;3
7;320;132;6
8;318;132;4
9;323;132;3
14;141;132;1
26;117;132;1
29;108;132;1
34;88;132;1
43;85;132;1
47;109;132;1
51;105;132;1
54;93;132;1
61;101;132;1
66;204;132;1
73;26;132;1
76;327;132;1
84;326;132;1
86;232;132;1
87;224;132;1
101;119;132;1
104;83;132;1
105;329;132;3
109;201;132;1
113;173;132;1
118;264;132;5
119;275;132;5
120;243;132;6
122;276;132;1
124;270;132;1
125;423;132;1
127;423;132;2
128;315;132;1
129;111;132;2
136;325;132;2
139;34;132;1
140;31;132;1
145;19;132;1
146;21;132;2
148;42;132;1
151;60;132;1
160;221;132;1
161;231;132;2
162;434;132;1
163;434;132;2
165;431;132;1
2;325;133;8
3;143;133;2
4;324;133;2
5;134;133;5
6;135;133;6
7;320;133;4
8;318;133;5
9;323;133;4
11;100;133;1
12;117;133;1
13;127;133;1
16;124;133;1
20;135;133;1
23;132;133;1
26;117;133;2
33;90;133;1
61;101;133;5
64;244;133;2
65;302;133;1
75;349;133;3
78;338;133;1
83;75;133;1
99;363;133;1
110;176;133;1
111;204;133;1
114;195;133;1
118;264;133;1
119;275;133;7
120;243;133;1
121;415;133;1
124;270;133;1
126;416;133;1
129;111;133;4
130;388;133;1
145;19;133;1
148;42;133;1
163;434;133;2
164;434;133;1
2;325;134;7
3;143;134;2
4;324;134;4
5;134;134;4
6;135;134;2
7;320;134;6
8;318;134;6
9;323;134;3
10;121;134;2
19;120;134;1
35;83;134;1
37;93;134;1
51;105;134;1
52;105;134;1
61;101;134;4
64;244;134;1
65;302;134;1
69;139;134;1
74;136;134;1
99;363;134;1
109;201;134;1
113;173;134;1
114;195;134;1
118;264;134;3
119;275;134;4
120;243;134;2
129;111;134;1
134;394;134;1
135;397;134;2
144;1;134;1
151;60;134;1
159;224;134;1
160;221;134;1
164;434;134;1
166;431;134;1
2;325;135;6
3;143;135;3
4;324;135;4
5;134;135;8
6;135;135;3
7;320;135;3
8;318;135;2
9;323;135;6
15;134;135;1
34;88;135;2
41;113;135;1
45;113;135;1
54;93;135;1
61;101;135;8
64;244;135;1
66;204;135;1
74;136;135;1
80;337;135;2
83;75;135;1
99;363;135;1
101;119;135;1
103;83;135;1
104;83;135;2
108;197;135;2
114;195;135;1
118;264;135;4
119;275;135;3
120;243;135;4
125;423;135;2
126;416;135;1
146;21;135;1
148;42;135;1
149;70;135;1
150;64;135;1
156;216;135;1
162;434;135;1
166;431;135;1
2;325;136;3
3;143;136;7
4;324;136;6
6;135;136;2
7;320;136;5
8;318;136;6
9;323;136;2
10;121;136;1
18;140;136;1
26;117;136;2
49;115;136;1
53;108;136;1
54;93;136;1
55;98;136;1
61;101;136;5
74;136;136;1
85;231;136;1
91;76;136;1
107;203;136;1
109;201;136;1
113;173;136;1
114;195;136;2
119;275;136;3
120;243;136;2
127;423;136;1
128;315;136;1
136;325;136;2
138;29;136;1
147;145;136;1
148;42;136;1
156;216;136;1
163;434;136;1
2;325;137;5
3;143;137;3
4;324;137;2
5;134;137;1
6;135;137;3
7;320;137;7
8;318;137;4
9;323;137;5
16;124;137;1
53;108;137;1
57;83;137;1
58;88;137;1
61;101;137;3
65;302;137;1
74;136;137;1
93;223;137;1
95;328;137;1
104;83;137;1
109;201;137;1
118;264;137;6
120;243;137;3
121;415;137;1
144;1;137;1
159;224;137;1
160;221;137;1
161;231;137;1
164;434;137;1
2;325;138;1
3;143;138;5
4;324;138;5
5;134;138;4
6;135;138;2
7;320;138;2
8;318;138;1
9;323;138;3
26;117;138;1
37;93;138;1
38;107;138;1
50;85;138;1
61;101;138;3
67;248;138;1
72;347;138;1
97;329;138;1
98;75;138;1
111;204;138;1
114;195;138;1
117;258;138;1
118;264;138;3
119;275;138;5
120;243;138;2
126;416;138;1
146;21;138;1
148;42;138;4
157;207;138;1
162;434;138;1
163;434;138;1
165;431;138;1
167;431;138;1
5;134;139;1
6;135;139;1
61;101;139;1
76;327;139;1
91;76;139;1
99;363;139;1
111;204;139;1
118;264;139;2
119;275;139;1
120;243;139;2
146;21;139;1
160;221;139;1
161;231;139;2
162;434;139;1
2;325;140;1
8;318;140;3
9;323;140;1
29;108;140;1
78;338;140;1
104;83;140;1
119;275;140;1
120;243;140;2
127;423;140;1
160;221;140;1
161;231;140;1
2;325;141;1
4;324;141;2
5;134;141;1
6;135;141;2
7;320;141;3
8;318;141;1
9;323;141;3
31;91;141;1
35;83;141;1
61;101;141;1
75;349;141;1
77;337;141;1
94;280;141;1
119;275;141;2
127;423;141;2
160;221;141;1
166;431;141;1
4;324;142;1
5;134;142;1
30;101;142;1
34;88;142;1
118;264;142;1
132;380;142;1
135;397;142;1
159;224;142;1
161;231;142;1
162;434;142;1
2;325;143;2
3;143;143;1
28;113;143;1
35;83;143;1
61;101;143;2
111;204;143;1
120;243;143;1
8;318;144;1
9;323;144;1
120;243;144;2
147;145;144;1
72;347;145;1
73;26;145;1
146;21;145;1
3;143;146;1
6;135;146;2
7;320;146;1
120;243;146;1
7;320;147;1
114;195;147;1
137;37;147;1
7;320;148;1
118;264;148;1
2;325;149;3
3;143;149;2
4;324;149;2
5;134;149;4
6;135;149;3
7;320;149;4
8;318;149;1
9;323;149;1
23;132;149;1
26;117;149;1
61;101;149;1
85;231;149;1
111;204;149;1
112;189;149;1
116;235;149;1
117;258;149;1
118;264;149;4
119;275;149;3
134;394;149;1
152;224;149;1
155;219;149;1
2;325;150;1
3;143;150;3
5;134;150;2
6;135;150;4
7;320;150;1
13;127;150;1
14;141;150;1
18;140;150;1
25;129;150;1
30;101;150;1
61;101;150;4
75;349;150;1
77;337;150;1
85;231;150;1
108;197;150;1
115;273;150;1
118;264;150;1
119;275;150;1
120;243;150;1
126;416;150;1
128;315;150;1
164;434;150;1
166;431;150;1
2;325;151;2
4;324;151;1
5;134;151;1
6;135;151;2
7;320;151;3
8;318;151;2
9;323;151;1
21;100;151;1
59;107;151;1
102;119;151;1
103;83;151;1
105;329;151;1
109;201;151;1
119;275;151;2
120;243;151;1
131;398;151;1
136;325;151;1
140;31;151;1
151;60;151;1
154;208;151;1
161;231;151;1
163;434;151;2
2;325;152;4
3;143;152;1
4;324;152;2
5;134;152;2
6;135;152;1
7;320;152;3
8;318;152;3
9;323;152;3
18;140;152;1
24;95;152;1
73;26;152;1
76;327;152;1
95;328;152;1
104;83;152;1
105;329;152;1
111;204;152;1
118;264;152;1
119;275;152;2
120;243;152;4
122;276;152;1
128;315;152;1
137;37;152;1
139;34;152;1
157;207;152;1
161;231;152;1
163;434;152;1
3;143;153;1
4;324;153;2
5;134;153;2
6;135;153;3
7;320;153;2
8;318;153;5
9;323;153;1
13;127;153;1
26;117;153;1
47;109;153;1
55;98;153;1
61;101;153;2
62;202;153;1
65;302;153;1
75;349;153;1
81;79;153;1
94;280;153;1
111;204;153;1
114;195;153;1
117;258;153;1
118;264;153;1
119;275;153;1
120;243;153;1
136;325;153;1
158;215;153;1
2;325;154;4
3;143;154;4
4;324;154;2
5;134;154;1
6;135;154;5
7;320;154;2
8;318;154;3
9;323;154;2
12;117;154;1
14;141;154;2
18;140;154;1
26;117;154;1
39;107;154;1
62;202;154;1
91;76;154;1
97;329;154;1
99;363;154;1
103;83;154;1
117;258;154;1
118;264;154;6
120;243;154;5
124;270;154;1
127;423;154;1
129;111;154;3
132;380;154;1
135;397;154;2
147;145;154;1
148;42;154;1
151;60;154;1
154;208;154;1
160;221;154;1
161;231;154;1
2;325;155;3
3;143;155;3
4;324;155;1
5;134;155;3
6;135;155;5
7;320;155;1
8;318;155;4
9;323;155;4
15;134;155;1
17;132;155;1
24;95;155;1
28;113;155;1
30;101;155;1
35;83;155;1
50;85;155;1
61;101;155;4
74;136;155;2
95;328;155;1
99;363;155;1
105;329;155;1
114;195;155;1
118;264;155;2
119;275;155;4
120;243;155;1
125;423;155;1
128;315;155;1
129;111;155;1
135;397;155;1
136;325;155;1
144;1;155;1
163;434;155;1
2;325;156;2
3;143;156;5
4;324;156;4
5;134;156;1
6;135;156;1
8;318;156;3
9;323;156;3
11;100;156;1
25;129;156;1
26;117;156;2
29;108;156;1
47;109;156;1
61;101;156;3
63;305;156;1
69;139;156;1
76;327;156;1
90;355;156;1
108;197;156;1
109;201;156;1
110;176;156;1
111;204;156;1
114;195;156;1
118;264;156;2
119;275;156;2
120;243;156;2
122;276;156;1
126;416;156;1
128;315;156;1
136;325;156;1
140;31;156;1
146;21;156;1
151;60;156;2
159;224;156;1
160;221;156;1
161;231;156;1
162;434;156;1
2;325;157;1
3;143;157;5
4;324;157;3
5;134;157;2
6;135;157;1
7;320;157;6
8;318;157;3
9;323;157;4
14;141;157;1
20;135;157;1
26;117;157;1
44;109;157;1
61;101;157;3
71;25;157;2
75;349;157;1
108;197;157;1
110;176;157;2
111;204;157;2
118;264;157;4
119;275;157;3
120;243;157;6
123;112;157;1
125;423;157;1
126;416;157;1
135;397;157;1
144;1;157;1
148;42;157;2
151;60;157;1
160;221;157;1
164;434;157;1
2;325;158;3
3;143;158;4
4;324;158;4
5;134;158;5
6;135;158;4
7;320;158;6
8;318;158;2
9;323;158;5
17;132;158;1
22;128;158;1
29;108;158;1
39;107;158;1
56;84;158;1
59;107;158;1
61;101;158;1
77;337;158;1
90;355;158;1
94;280;158;1
105;329;158;1
111;204;158;1
112;189;158;1
115;273;158;1
118;264;158;6
119;275;158;7
120;243;158;3
127;423;158;1
129;111;158;1
131;398;158;1
167;431;158;1
1;114;159;1
2;325;159;3
3;143;159;2
4;324;159;3
5;134;159;4
6;135;159;2
7;320;159;1
8;318;159;4
9;323;159;6
20;135;159;1
37;93;159;1
44;109;159;1
55;98;159;1
61;101;159;2
71;25;159;1
81;79;159;1
99;363;159;1
100;85;159;1
103;83;159;1
108;197;159;1
118;264;159;3
119;275;159;2
120;243;159;5
122;276;159;1
125;423;159;1
127;423;159;1
129;111;159;1
134;394;159;1
141;34;159;1
142;32;159;1
151;60;159;1
159;224;159;1
163;434;159;3
167;431;159;1
2;325;160;2
3;143;160;2
4;324;160;3
5;134;160;1
6;135;160;1
7;320;160;2
8;318;160;3
9;323;160;3
16;124;160;1
39;107;160;1
47;109;160;1
51;105;160;1
52;105;160;1
58;88;160;1
61;101;160;7
64;244;160;1
114;195;160;1
115;273;160;1
118;264;160;4
119;275;160;6
121;415;160;1
140;31;160;1
146;21;160;1
148;42;160;1
160;221;160;1
162;434;160;1
165;431;160;1
2;325;161;4
3;143;161;4
4;324;161;5
5;134;161;2
6;135;161;4
7;320;161;1
8;318;161;4
9;323;161;2
13;127;161;1
24;95;161;1
26;117;161;1
36;113;161;1
56;84;161;1
61;101;161;1
81;79;161;1
91;76;161;1
99;363;161;1
105;329;161;1
109;201;161;1
110;176;161;1
111;204;161;1
118;264;161;5
119;275;161;7
120;243;161;7
123;112;161;1
125;423;161;1
128;315;161;1
130;388;161;1
133;389;161;1
143;10;161;1
155;219;161;1
163;434;161;1
164;434;161;1
1;114;162;1
2;325;162;3
3;143;162;5
4;324;162;3
5;134;162;1
6;135;162;4
7;320;162;3
8;318;162;3
11;100;162;1
12;117;162;1
15;134;162;1
17;132;162;1
26;117;162;1
38;107;162;1
39;107;162;1
46;107;162;1
48;100;162;1
49;115;162;1
61;101;162;6
74;136;162;1
111;204;162;2
118;264;162;3
119;275;162;2
120;243;162;6
131;398;162;1
145;19;162;2
155;219;162;1
159;224;162;1
166;431;162;1
4;324;163;1
7;320;163;1
9;323;163;1
27;99;163;1
61;101;163;1
119;275;163;2
120;243;163;1
121;415;163;1
129;111;163;1
150;64;163;1
3;143;164;1
4;324;164;1
6;135;164;2
7;320;164;2
14;141;164;1
42;111;164;1
61;101;164;2
86;232;164;1
119;275;164;1
120;243;164;1
122;276;164;1
130;388;164;1
146;21;164;1
164;434;164;1
166;431;164;1
2;325;165;1
4;324;165;1
7;320;165;1
8;318;165;1
39;107;165;1
48;100;165;1
61;101;165;3
141;34;165;1
9;323;166;1
119;275;166;1
159;224;166;1
4;324;167;2
107;203;167;1
